HIT_nb,Video_name,Actions,Worker_1,Worker_2,Worker_3,All_Yes_actions,Majority_Yes_actions,Majority_No_actions
3KI0JD2ZU0HLM4CD9YWL1KXY4H1760,8p0_6mini_3.mp4,take that same water,2,1,1,,,take that same water
3KI0JD2ZU0HLM4CD9YWL1KXY4H1760,8p0_6mini_3.mp4,fit right to the right once I,2,2,0,,,fit right to the right once I
3KI0JD2ZU0HLM4CD9YWL1KXY4H1760,8p1_2mini_2.mp4,cut in half to that,2,0,1,,,cut in half to that
3KI0JD2ZU0HLM4CD9YWL1KXY4H1760,8p1_2mini_2.mp4,make a quick sauce I,0,0,0,make a quick sauce I,make a quick sauce I,
3KI0JD2ZU0HLM4CD9YWL1KXY4H1760,8p1_2mini_2.mp4,chopped garlic you guys,0,0,1,,chopped garlic you guys,
3KI0JD2ZU0HLM4CD9YWL1KXY4H1760,8p1_2mini_2.mp4,help out my channel,2,2,1,,,help out my channel
3KI0JD2ZU0HLM4CD9YWL1KXY4H1760,8p1_2mini_2.mp4,see it more in the future,2,2,1,,,see it more in the future
3KI0JD2ZU0HLM4CD9YWL1KXY4H1760,8p1_2mini_2.mp4,thumbs up button it really,2,1,0,,,thumbs up button it really
3KI0JD2ZU0HLM4CD9YWL1KXY4H1760,8p1_2mini_2.mp4,share the video to more people,2,1,1,,,share the video to more people
3KI0JD2ZU0HLM4CD9YWL1KXY4H1760,8p1_2mini_2.mp4,flakes 1/4 teaspoon of pepper,0,0,1,,flakes 1/4 teaspoon of pepper,
3KI0JD2ZU0HLM4CD9YWL1KXY4H1760,8p1_2mini_2.mp4,add 1/3 cup of ketchup 1/3 cup of honey 1/4 cup of low-sodium soy sauce or Bragg 's aminos to that I,0,0,1,,add 1/3 cup of ketchup 1/3 cup of honey 1/4 cup of low-sodium soy sauce or Bragg 's aminos to that I,
3KI0JD2ZU0HLM4CD9YWL1KXY4H1760,8p1_2mini_2.mp4,hit that,2,1,1,,,hit that
3KI0JD2ZU0HLM4CD9YWL1KXY4H1760,8p1_2mini_2.mp4,helps my channel,2,2,1,,,helps my channel
3KI0JD2ZU0HLM4CD9YWL1KXY4H1760,8p1_2mini_2.mp4,start with something,2,2,1,,,start with something
3KI0JD2ZU0HLM4CD9YWL1KXY4H1760,8p1_2mini_2.mp4,trimmed green beans,0,0,1,,trimmed green beans,
3KI0JD2ZU0HLM4CD9YWL1KXY4H1760,8p1_2mini_2.mp4,use chicken breast,0,0,0,use chicken breast,use chicken breast,
3KI0JD2ZU0HLM4CD9YWL1KXY4H1760,1mini_17.mp4,treat if they or you,2,2,1,,,treat if they or you
3KI0JD2ZU0HLM4CD9YWL1KXY4H1760,1mini_17.mp4,used the potty,2,1,1,,,used the potty
3KI0JD2ZU0HLM4CD9YWL1KXY4H1760,1mini_17.mp4,divided them I,0,0,0,divided them I,divided them I,
3KI0JD2ZU0HLM4CD9YWL1KXY4H1760,1mini_17.mp4,give them all to him at once,0,1,0,,give them all to him at once,
337F8MIIMYCTP68F5BIXP73X0CP40C,1p1_8mini_4.mp4,cut your wood at home,1,0,1,,,cut your wood at home
337F8MIIMYCTP68F5BIXP73X0CP40C,1p1_8mini_4.mp4,see me,2,0,2,,,see me
337F8MIIMYCTP68F5BIXP73X0CP40C,1p1_8mini_4.mp4,finish this up by,2,0,2,,,finish this up by
337F8MIIMYCTP68F5BIXP73X0CP40C,1p1_8mini_4.mp4,get really pricey,2,0,2,,,get really pricey
337F8MIIMYCTP68F5BIXP73X0CP40C,1p1_8mini_4.mp4,make them longer or shorter,2,0,1,,,make them longer or shorter
337F8MIIMYCTP68F5BIXP73X0CP40C,1p1_8mini_4.mp4,show you a little bit about that in a second,2,0,2,,,show you a little bit about that in a second
337F8MIIMYCTP68F5BIXP73X0CP40C,1p1_8mini_4.mp4,staining these pieces of wood that way I,0,0,2,,staining these pieces of wood that way I,
337F8MIIMYCTP68F5BIXP73X0CP40C,1p1_8mini_4.mp4,cut at Home Depot,1,0,1,,,cut at Home Depot
337F8MIIMYCTP68F5BIXP73X0CP40C,1p1_8mini_4.mp4,go back,2,0,2,,,go back
337F8MIIMYCTP68F5BIXP73X0CP40C,1p1_8mini_4.mp4,getting the items at Home Depot now what I,2,0,2,,,getting the items at Home Depot now what I
337F8MIIMYCTP68F5BIXP73X0CP40C,1p1_8mini_4.mp4,go ahead,2,0,2,,,go ahead
337F8MIIMYCTP68F5BIXP73X0CP40C,1p1_8mini_4.mp4,used the first half of the video,2,0,2,,,used the first half of the video
337F8MIIMYCTP68F5BIXP73X0CP40C,1p1_8mini_4.mp4,match wood,0,0,0,match wood,match wood,
337F8MIIMYCTP68F5BIXP73X0CP40C,1p1_8mini_4.mp4,watch that video you,2,0,2,,,watch that video you
337F8MIIMYCTP68F5BIXP73X0CP40C,9p1_8mini_1.mp4,recognize from our air-dry clay video also Lincoln 's main crush today we,2,0,2,,,recognize from our air-dry clay video also Lincoln 's main crush today we
337F8MIIMYCTP68F5BIXP73X0CP40C,9p1_8mini_1.mp4,lay them out,2,0,1,,,lay them out
337F8MIIMYCTP68F5BIXP73X0CP40C,9p1_8mini_1.mp4,get you ready for back to school,0,0,0,get you ready for back to school,get you ready for back to school,
337F8MIIMYCTP68F5BIXP73X0CP40C,9p1_8mini_1.mp4,do we,2,0,2,,,do we
337F8MIIMYCTP68F5BIXP73X0CP40C,9p1_8mini_1.mp4,put you,2,0,2,,,put you
337F8MIIMYCTP68F5BIXP73X0CP40C,9p1_8mini_1.mp4,getting a ton of requests for back-to-school videos,2,0,1,,,getting a ton of requests for back-to-school videos
337F8MIIMYCTP68F5BIXP73X0CP40C,9p1_8mini_1.mp4,enlisted two of my favorite tweens this,2,0,2,,,enlisted two of my favorite tweens this
337F8MIIMYCTP68F5BIXP73X0CP40C,9p1_8mini_1.mp4,got most them on Etsy,2,0,1,,,got most them on Etsy
337F8MIIMYCTP68F5BIXP73X0CP40C,9p1_8mini_1.mp4,show you three super cute DIY projects that,0,0,0,show you three super cute DIY projects that,show you three super cute DIY projects that,
337F8MIIMYCTP68F5BIXP73X0CP40C,9p1_8mini_1.mp4,fill them with the little ones they `,2,0,2,,,fill them with the little ones they `
337F8MIIMYCTP68F5BIXP73X0CP40C,9p1_8mini_1.mp4,customized all you,2,0,2,,,customized all you
337F8MIIMYCTP68F5BIXP73X0CP40C,9p1_8mini_1.mp4,went to school together when we,2,0,2,,,went to school together when we
337F8MIIMYCTP68F5BIXP73X0CP40C,9p1_8mini_1.mp4,get them I,2,0,2,,,get them I
337F8MIIMYCTP68F5BIXP73X0CP40C,9p1_8mini_1.mp4,find them at any craft store okay,2,0,2,,,find them at any craft store okay
337F8MIIMYCTP68F5BIXP73X0CP40C,4mini_9.mp4,couple my legs,2,0,2,,,couple my legs
337F8MIIMYCTP68F5BIXP73X0CP40C,4mini_9.mp4,pick some,0,0,2,,pick some,
337F8MIIMYCTP68F5BIXP73X0CP40C,4mini_9.mp4,chilled out music,0,0,2,,chilled out music,
337F8MIIMYCTP68F5BIXP73X0CP40C,4mini_9.mp4,sit in the bath,0,0,0,sit in the bath,sit in the bath,
337F8MIIMYCTP68F5BIXP73X0CP40C,4mini_9.mp4,check social meter in the bath,2,0,1,,,check social meter in the bath
337F8MIIMYCTP68F5BIXP73X0CP40C,4mini_9.mp4,actually dropped my phone in the bath yet,0,1,1,,,actually dropped my phone in the bath yet
3FBEFUUYRJ4356ABG185BBZO5P76AQ,8p1_1mini_3.mp4,cover it up,0,2,1,,,cover it up
3FBEFUUYRJ4356ABG185BBZO5P76AQ,8p1_1mini_3.mp4,rehydrate them,0,2,0,,rehydrate them,
3FBEFUUYRJ4356ABG185BBZO5P76AQ,8p1_1mini_3.mp4,add a little bit of milk,0,2,0,,add a little bit of milk,
3FBEFUUYRJ4356ABG185BBZO5P76AQ,8p1_1mini_3.mp4,use whatever your favorite veggies or whatever you,0,2,0,,use whatever your favorite veggies or whatever you,
3FBEFUUYRJ4356ABG185BBZO5P76AQ,8p1_1mini_3.mp4,pop it in the microwave for about two minutes that,0,2,1,,,pop it in the microwave for about two minutes that
3FBEFUUYRJ4356ABG185BBZO5P76AQ,8p1_1mini_3.mp4,cook it up for about five minutes,0,2,0,,cook it up for about five minutes,
3FBEFUUYRJ4356ABG185BBZO5P76AQ,8p1_1mini_3.mp4,store them in individual freezer bags,0,0,0,store them in individual freezer bags,store them in individual freezer bags,
3FBEFUUYRJ4356ABG185BBZO5P76AQ,8p1_1mini_3.mp4,add the rest of your veggies,0,2,0,,add the rest of your veggies,
3FBEFUUYRJ4356ABG185BBZO5P76AQ,8p1_1mini_3.mp4,eat most days of the week which,0,2,1,,,eat most days of the week which
3FBEFUUYRJ4356ABG185BBZO5P76AQ,8p1_1mini_3.mp4,show you my favorite lunch something I,0,2,1,,,show you my favorite lunch something I
3FBEFUUYRJ4356ABG185BBZO5P76AQ,8p1_1mini_3.mp4,serving I,0,2,1,,,serving I
3FBEFUUYRJ4356ABG185BBZO5P76AQ,8p1_1mini_3.mp4,cooking down your leeks or onions first for a few minutes,0,2,1,,,cooking down your leeks or onions first for a few minutes
3FBEFUUYRJ4356ABG185BBZO5P76AQ,8p1_1mini_3.mp4,using for this,0,2,1,,,using for this
3FBEFUUYRJ4356ABG185BBZO5P76AQ,8p1_1mini_3.mp4,pop this into the freezer overnight once these little guys,0,1,0,,pop this into the freezer overnight once these little guys,
3FBEFUUYRJ4356ABG185BBZO5P76AQ,8p1_1mini_3.mp4,start by,0,2,1,,,start by
3FBEFUUYRJ4356ABG185BBZO5P76AQ,10p1_5mini_6.mp4,add in a frozen banana it,0,1,0,,add in a frozen banana it,
3FBEFUUYRJ4356ABG185BBZO5P76AQ,10p1_5mini_6.mp4,give our oatmeal a nice creamy consistency this,0,0,0,give our oatmeal a nice creamy consistency this,give our oatmeal a nice creamy consistency this,
3FBEFUUYRJ4356ABG185BBZO5P76AQ,10p1_5mini_6.mp4,add a full cup of cut-up banana this,0,0,0,add a full cup of cut-up banana this,add a full cup of cut-up banana this,
3FBEFUUYRJ4356ABG185BBZO5P76AQ,10p1_5mini_6.mp4,made me like oatmeal I,0,2,1,,,made me like oatmeal I
3FBEFUUYRJ4356ABG185BBZO5P76AQ,10p1_5mini_6.mp4,soak up the water I,0,0,0,soak up the water I,soak up the water I,
3FBEFUUYRJ4356ABG185BBZO5P76AQ,10p1_5mini_6.mp4,thank her,0,1,1,,,thank her
3FBEFUUYRJ4356ABG185BBZO5P76AQ,10p1_5mini_6.mp4,matter I just um,0,2,1,,,matter I just um
3FBEFUUYRJ4356ABG185BBZO5P76AQ,6mini_2.mp4,make sure your skin,0,2,1,,,make sure your skin
3FBEFUUYRJ4356ABG185BBZO5P76AQ,6mini_2.mp4,cleansed before you,0,2,1,,,cleansed before you
3FBEFUUYRJ4356ABG185BBZO5P76AQ,6mini_2.mp4,do all that,0,2,1,,,do all that
3FBEFUUYRJ4356ABG185BBZO5P76AQ,6mini_2.mp4,absorbing all that serum when there,0,2,1,,,absorbing all that serum when there
3FBEFUUYRJ4356ABG185BBZO5P76AQ,6mini_2.mp4,move on,0,2,1,,,move on
3V7ICJJAZ9FU9TBP3RFM9OZGRGMB45,3p1_5mini_1.mp4,followed the instruction on the kit,1,0,1,,,followed the instruction on the kit
3V7ICJJAZ9FU9TBP3RFM9OZGRGMB45,3p1_5mini_1.mp4,do this,0,0,1,,do this,
3V7ICJJAZ9FU9TBP3RFM9OZGRGMB45,3p1_5mini_1.mp4,share our DIY kitchen remodel from our South Dakota home now when we,0,0,2,,share our DIY kitchen remodel from our South Dakota home now when we,
3V7ICJJAZ9FU9TBP3RFM9OZGRGMB45,3p1_5mini_1.mp4,picked the color espresso now we,0,1,0,,picked the color espresso now we,
3V7ICJJAZ9FU9TBP3RFM9OZGRGMB45,3p1_5mini_1.mp4,share our DIY kitchen today I,1,0,1,,,share our DIY kitchen today I
3V7ICJJAZ9FU9TBP3RFM9OZGRGMB45,3p1_5mini_1.mp4,clean off our cabinets,1,0,0,,clean off our cabinets,
3V7ICJJAZ9FU9TBP3RFM9OZGRGMB45,3p1_5mini_1.mp4,wipe down,0,0,0,wipe down,wipe down,
3V7ICJJAZ9FU9TBP3RFM9OZGRGMB45,3p1_5mini_1.mp4,changed the look of our kitchen it,1,0,1,,,changed the look of our kitchen it
3V7ICJJAZ9FU9TBP3RFM9OZGRGMB45,3p1_5mini_1.mp4,replace them,1,0,1,,,replace them
3V7ICJJAZ9FU9TBP3RFM9OZGRGMB45,3p1_5mini_1.mp4,got the rest oleum cabinet transformation kit,1,0,0,,got the rest oleum cabinet transformation kit,
3V7ICJJAZ9FU9TBP3RFM9OZGRGMB45,3p1_5mini_1.mp4,moved in we just,1,0,1,,,moved in we just
3V7ICJJAZ9FU9TBP3RFM9OZGRGMB45,3p1_5mini_1.mp4,went ahead,1,0,0,,went ahead,
3V7ICJJAZ9FU9TBP3RFM9OZGRGMB45,3p1_5mini_1.mp4,paint them now I,1,0,0,,paint them now I,
3V7ICJJAZ9FU9TBP3RFM9OZGRGMB45,3p1_5mini_1.mp4,using this kit it,1,0,0,,using this kit it,
3V7ICJJAZ9FU9TBP3RFM9OZGRGMB45,5p0_10mini_2.mp4,swear I,1,1,2,,,swear I
3V7ICJJAZ9FU9TBP3RFM9OZGRGMB45,5p0_10mini_2.mp4,done with work what better feeling than,1,0,2,,,done with work what better feeling than
3V7ICJJAZ9FU9TBP3RFM9OZGRGMB45,5p0_10mini_2.mp4,eat in a day,1,0,0,,eat in a day,
3V7ICJJAZ9FU9TBP3RFM9OZGRGMB45,5p0_10mini_2.mp4,getting in your car those oats we,1,0,0,,getting in your car those oats we,
3V7ICJJAZ9FU9TBP3RFM9OZGRGMB45,5p0_10mini_2.mp4,go to Whole Foods after work her school every time I,1,0,1,,,go to Whole Foods after work her school every time I
3V7ICJJAZ9FU9TBP3RFM9OZGRGMB45,5p0_10mini_2.mp4,eat in a day okay,1,0,1,,,eat in a day okay
3V7ICJJAZ9FU9TBP3RFM9OZGRGMB45,5p0_10mini_2.mp4,done with work on Friday afternoon now I,1,1,1,,,done with work on Friday afternoon now I
3V7ICJJAZ9FU9TBP3RFM9OZGRGMB45,5p0_10mini_2.mp4,get lunch kind of late good thing,1,0,2,,,get lunch kind of late good thing
3V7ICJJAZ9FU9TBP3RFM9OZGRGMB45,5p0_10mini_2.mp4,headed to Whole Foods,1,0,1,,,headed to Whole Foods
3V7ICJJAZ9FU9TBP3RFM9OZGRGMB45,5p0_10mini_2.mp4,filling I,0,0,1,,filling I,
3V7ICJJAZ9FU9TBP3RFM9OZGRGMB45,4mini_15.mp4,make my hair amazing I,1,0,2,,,make my hair amazing I
3V7ICJJAZ9FU9TBP3RFM9OZGRGMB45,4mini_15.mp4,using it for about a month or,1,0,1,,,using it for about a month or
3V7ICJJAZ9FU9TBP3RFM9OZGRGMB45,4mini_15.mp4,putting on a bit of Oprah or Wonder,1,0,0,,putting on a bit of Oprah or Wonder,
3V7ICJJAZ9FU9TBP3RFM9OZGRGMB45,4mini_15.mp4,lash to my neck,1,0,0,,lash to my neck,
3WUVMVA7OA25TGUMI65G89SJAT4AZL,10p1_5mini_6.mp4,adding banana,0,0,0,adding banana,adding banana,
3WUVMVA7OA25TGUMI65G89SJAT4AZL,10p1_5mini_6.mp4,melts in the best thing,2,2,2,,,melts in the best thing
3WUVMVA7OA25TGUMI65G89SJAT4AZL,10p1_5mini_6.mp4,told me about,2,2,0,,,told me about
3WUVMVA7OA25TGUMI65G89SJAT4AZL,10p1_5mini_6.mp4,makes this oatmeal the best oatmeal ever seriously my mom actually,2,0,0,,makes this oatmeal the best oatmeal ever seriously my mom actually,
3WUVMVA7OA25TGUMI65G89SJAT4AZL,10p1_5mini_6.mp4,simmer at a low temperature,2,0,0,,simmer at a low temperature,
3WUVMVA7OA25TGUMI65G89SJAT4AZL,10p1_5mini_6.mp4,freeze those,2,1,1,,,freeze those
3WUVMVA7OA25TGUMI65G89SJAT4AZL,8p1_9mini_5.mp4,combine it all thoroughly this,0,0,0,combine it all thoroughly this,combine it all thoroughly this,
3WUVMVA7OA25TGUMI65G89SJAT4AZL,8p1_9mini_5.mp4,put a layer of cranberry spread this,0,0,1,,put a layer of cranberry spread this,
3WUVMVA7OA25TGUMI65G89SJAT4AZL,8p1_9mini_5.mp4,point out you,2,2,0,,,point out you
3WUVMVA7OA25TGUMI65G89SJAT4AZL,8p1_9mini_5.mp4,stir it up,2,0,1,,,stir it up
3WUVMVA7OA25TGUMI65G89SJAT4AZL,8p1_9mini_5.mp4,try it next up,2,2,1,,,try it next up
3WUVMVA7OA25TGUMI65G89SJAT4AZL,8p1_9mini_5.mp4,get like a jelly type of texture to them,2,1,0,,,get like a jelly type of texture to them
3WUVMVA7OA25TGUMI65G89SJAT4AZL,8p1_9mini_5.mp4,tried these Tofurky slices they,0,0,0,tried these Tofurky slices they,tried these Tofurky slices they,
3WUVMVA7OA25TGUMI65G89SJAT4AZL,8p1_9mini_5.mp4,tastes really good,2,1,0,,,tastes really good
3WUVMVA7OA25TGUMI65G89SJAT4AZL,8p1_9mini_5.mp4,use hummus for this then in the center I,2,1,0,,,use hummus for this then in the center I
3WUVMVA7OA25TGUMI65G89SJAT4AZL,8p1_9mini_5.mp4,promise you it,2,2,0,,,promise you it
3WUVMVA7OA25TGUMI65G89SJAT4AZL,8p1_9mini_5.mp4,shake that up,0,0,0,shake that up,shake that up,
3WUVMVA7OA25TGUMI65G89SJAT4AZL,8p1_9mini_5.mp4,has tryptophan in it which,0,1,1,,,has tryptophan in it which
3WUVMVA7OA25TGUMI65G89SJAT4AZL,8p1_9mini_5.mp4,start by,0,2,0,,start by,
3WUVMVA7OA25TGUMI65G89SJAT4AZL,8p1_9mini_5.mp4,use turkey or substitute Turkey if you,0,0,0,use turkey or substitute Turkey if you,use turkey or substitute Turkey if you,
3WUVMVA7OA25TGUMI65G89SJAT4AZL,3p1_8mini_2.mp4,fit your space now the first option,2,1,2,,,fit your space now the first option
3WUVMVA7OA25TGUMI65G89SJAT4AZL,3p1_8mini_2.mp4,cut out circles like this for your jingle bells,2,0,1,,,cut out circles like this for your jingle bells
3WUVMVA7OA25TGUMI65G89SJAT4AZL,3p1_8mini_2.mp4,cut out a bunch of circles I just it,0,1,0,,cut out a bunch of circles I just it,
3WUVMVA7OA25TGUMI65G89SJAT4AZL,3p1_8mini_2.mp4,write your bucket list items on now I I,2,1,1,,,write your bucket list items on now I I
3WUVMVA7OA25TGUMI65G89SJAT4AZL,3p1_8mini_2.mp4,take construction paper,0,0,0,take construction paper,take construction paper,
3WUVMVA7OA25TGUMI65G89SJAT4AZL,3p1_8mini_2.mp4,ended up,2,2,0,,,ended up
3WUVMVA7OA25TGUMI65G89SJAT4AZL,3p1_8mini_2.mp4,cutting things out,0,0,0,cutting things out,cutting things out,
3WUVMVA7OA25TGUMI65G89SJAT4AZL,7mini_26.mp4,baking sheet,2,2,0,,,baking sheet
3WUVMVA7OA25TGUMI65G89SJAT4AZL,7mini_26.mp4,Flat the mixture down with a spatula,0,0,0,Flat the mixture down with a spatula,Flat the mixture down with a spatula,
3WUVMVA7OA25TGUMI65G89SJAT4AZL,7mini_26.mp4,making sure,2,2,0,,,making sure
3WUVMVA7OA25TGUMI65G89SJAT4AZL,7mini_26.mp4,Place them in the oven preheated at around 300 Fahrenheit or 160 degrees Celsius,0,0,0,Place them in the oven preheated at around 300 Fahrenheit or 160 degrees Celsius,Place them in the oven preheated at around 300 Fahrenheit or 160 degrees Celsius,
3WA2XVDZELG6VJRNW6AR7UPFQ456EL,2p0_6mini_4.mp4,going down here brown rice spaghetti,0,2,0,,going down here brown rice spaghetti,
3WA2XVDZELG6VJRNW6AR7UPFQ456EL,2p0_6mini_4.mp4,go with the mushroom lentil burgers we,1,1,0,,,go with the mushroom lentil burgers we
3WA2XVDZELG6VJRNW6AR7UPFQ456EL,2p0_6mini_4.mp4,buy these what they oh these they,1,1,2,,,buy these what they oh these they
3WA2XVDZELG6VJRNW6AR7UPFQ456EL,2p0_6mini_4.mp4,make sweet potato fries,1,1,0,,,make sweet potato fries
3WA2XVDZELG6VJRNW6AR7UPFQ456EL,2p0_6mini_4.mp4,moving over here I,0,1,1,,,moving over here I
3WA2XVDZELG6VJRNW6AR7UPFQ456EL,2p0_6mini_4.mp4,caliph yet,1,2,1,,,caliph yet
3WA2XVDZELG6VJRNW6AR7UPFQ456EL,2p0_6mini_4.mp4,do I,2,1,2,,,do I
3WA2XVDZELG6VJRNW6AR7UPFQ456EL,2p0_6mini_4.mp4,go next we,1,1,0,,,go next we
3WA2XVDZELG6VJRNW6AR7UPFQ456EL,2p0_6mini_4.mp4,use all of that,1,1,0,,,use all of that
3WA2XVDZELG6VJRNW6AR7UPFQ456EL,2p0_6mini_4.mp4,got some broccoli a big crown of broccoli with two russet potatoes,2,0,0,,got some broccoli a big crown of broccoli with two russet potatoes,
3WA2XVDZELG6VJRNW6AR7UPFQ456EL,2p0_6mini_4.mp4,see where,2,1,0,,,see where
3WA2XVDZELG6VJRNW6AR7UPFQ456EL,2p0_6mini_4.mp4,called Oh,2,1,2,,,called Oh
3WA2XVDZELG6VJRNW6AR7UPFQ456EL,7p1_6mini_3.mp4,working Applause,1,2,0,,,working Applause
3WA2XVDZELG6VJRNW6AR7UPFQ456EL,7p1_6mini_3.mp4,spent big money at a French bakery,1,1,2,,,spent big money at a French bakery
3WA2XVDZELG6VJRNW6AR7UPFQ456EL,7p1_6mini_3.mp4,sprinkle powdered sugar on top it Oh,0,0,0,sprinkle powdered sugar on top it Oh,sprinkle powdered sugar on top it Oh,
3WA2XVDZELG6VJRNW6AR7UPFQ456EL,6p1_5mini_4.mp4,listed in the description,2,1,1,,,listed in the description
3WA2XVDZELG6VJRNW6AR7UPFQ456EL,6p1_5mini_4.mp4,put in,1,0,0,,put in,
3WA2XVDZELG6VJRNW6AR7UPFQ456EL,6p1_5mini_4.mp4,pop the center part into the outer part of the tumbler there,0,0,0,pop the center part into the outer part of the tumbler there,pop the center part into the outer part of the tumbler there,
3WA2XVDZELG6VJRNW6AR7UPFQ456EL,6p1_5mini_4.mp4,infuse water with fruits if you,0,1,2,,,infuse water with fruits if you
3WA2XVDZELG6VJRNW6AR7UPFQ456EL,6p1_5mini_4.mp4,checking out either of these teas I,1,1,0,,,checking out either of these teas I
3WA2XVDZELG6VJRNW6AR7UPFQ456EL,6p1_5mini_4.mp4,taking a couple of like messy tea spoons of the loose leaf tea into the center container of the tea me,1,0,0,,taking a couple of like messy tea spoons of the loose leaf tea into the center container of the tea me,
3WA2XVDZELG6VJRNW6AR7UPFQ456EL,6p1_5mini_4.mp4,drink my tea,0,1,2,,,drink my tea
3WA2XVDZELG6VJRNW6AR7UPFQ456EL,3mini_5.mp4,take him on a walk you just,0,0,0,take him on a walk you just,take him on a walk you just,
3WA2XVDZELG6VJRNW6AR7UPFQ456EL,3mini_5.mp4,smile when you,1,1,0,,,smile when you
3WA2XVDZELG6VJRNW6AR7UPFQ456EL,3mini_5.mp4,look at him,0,0,0,look at him,look at him,
3WA2XVDZELG6VJRNW6AR7UPFQ456EL,3mini_5.mp4,getting outside for the first time,0,1,0,,getting outside for the first time,
3WA2XVDZELG6VJRNW6AR7UPFQ456EL,3mini_5.mp4,get in the car,0,0,0,get in the car,get in the car,
3WA2XVDZELG6VJRNW6AR7UPFQ456EL,3mini_5.mp4,head to our favorite place,0,1,0,,head to our favorite place,
33KMQD9OFID4Q4QIS81D7YXUZSL77Z,3p1_4mini_3.mp4,done just like,2,2,2,,,done just like
33KMQD9OFID4Q4QIS81D7YXUZSL77Z,3p1_4mini_3.mp4,got on Amazon,1,2,2,,,got on Amazon
33KMQD9OFID4Q4QIS81D7YXUZSL77Z,3p1_4mini_3.mp4,grating it the next thing you,2,2,0,,,grating it the next thing you
33KMQD9OFID4Q4QIS81D7YXUZSL77Z,3p1_4mini_3.mp4,using today I,2,2,1,,,using today I
33KMQD9OFID4Q4QIS81D7YXUZSL77Z,3p1_4mini_3.mp4,followed by the super washing soda at this point I usually,2,2,2,,,followed by the super washing soda at this point I usually
33KMQD9OFID4Q4QIS81D7YXUZSL77Z,3p1_4mini_3.mp4,add in your oxy clean,0,2,1,,,add in your oxy clean
33KMQD9OFID4Q4QIS81D7YXUZSL77Z,3p1_4mini_3.mp4,add in,2,2,1,,,add in
33KMQD9OFID4Q4QIS81D7YXUZSL77Z,3p1_4mini_3.mp4,get a little head start on the mixing,2,2,1,,,get a little head start on the mixing
33KMQD9OFID4Q4QIS81D7YXUZSL77Z,3p1_4mini_3.mp4,give it a little mix just,2,2,0,,,give it a little mix just
33KMQD9OFID4Q4QIS81D7YXUZSL77Z,8p0_5mini_3.mp4,use this on any part of your shower including the floor,2,2,1,,,use this on any part of your shower including the floor
33KMQD9OFID4Q4QIS81D7YXUZSL77Z,8p0_5mini_3.mp4,show you,0,2,1,,,show you
33KMQD9OFID4Q4QIS81D7YXUZSL77Z,8p0_5mini_3.mp4,using a dish cleaning,0,2,0,,using a dish cleaning,
33KMQD9OFID4Q4QIS81D7YXUZSL77Z,8p0_5mini_3.mp4,fill it with vinegar,1,0,1,,,fill it with vinegar
33KMQD9OFID4Q4QIS81D7YXUZSL77Z,8p0_5mini_3.mp4,makes a great shower door cleaner you,2,0,0,,makes a great shower door cleaner you,
33KMQD9OFID4Q4QIS81D7YXUZSL77Z,8p0_5mini_3.mp4,set in stains,2,0,2,,,set in stains
33KMQD9OFID4Q4QIS81D7YXUZSL77Z,8p0_5mini_3.mp4,pick one up they now we I my favorite tip,2,2,2,,,pick one up they now we I my favorite tip
33KMQD9OFID4Q4QIS81D7YXUZSL77Z,8p0_5mini_3.mp4,work in small spaces my favorite like the vanilla apricot blossom,2,2,2,,,work in small spaces my favorite like the vanilla apricot blossom
33KMQD9OFID4Q4QIS81D7YXUZSL77Z,8p0_5mini_3.mp4,squeegee off,0,0,0,squeegee off,squeegee off,
33KMQD9OFID4Q4QIS81D7YXUZSL77Z,8p0_5mini_3.mp4,wand these,0,2,1,,,wand these
33KMQD9OFID4Q4QIS81D7YXUZSL77Z,8p0_5mini_3.mp4,rinse out the shower for a few minutes with hot water,1,0,0,,rinse out the shower for a few minutes with hot water,
33KMQD9OFID4Q4QIS81D7YXUZSL77Z,8p0_5mini_3.mp4,jumping back in the shower cuz,1,0,2,,,jumping back in the shower cuz
33KMQD9OFID4Q4QIS81D7YXUZSL77Z,8p0_5mini_3.mp4,rolled all into one,1,0,2,,,rolled all into one
33KMQD9OFID4Q4QIS81D7YXUZSL77Z,8p0_5mini_3.mp4,put some soft scrub on the area this,0,0,0,put some soft scrub on the area this,put some soft scrub on the area this,
33KMQD9OFID4Q4QIS81D7YXUZSL77Z,4mini_19.mp4,get into bed,0,0,0,get into bed,get into bed,
33KMQD9OFID4Q4QIS81D7YXUZSL77Z,4mini_19.mp4,snuggles free,2,2,1,,,snuggles free
33KMQD9OFID4Q4QIS81D7YXUZSL77Z,4mini_19.mp4,book the drink,2,2,1,,,book the drink
33KMQD9OFID4Q4QIS81D7YXUZSL77Z,4mini_19.mp4,relax I,2,2,1,,,relax I
33KMQD9OFID4Q4QIS81D7YXUZSL77Z,4mini_19.mp4,hope you guys,2,2,2,,,hope you guys
33KMQD9OFID4Q4QIS81D7YXUZSL77Z,4mini_19.mp4,see you next time,2,2,2,,,see you next time
3RWB1RTQDIMXWOZ1YZN0LKKAA6X8PU,3p1_8mini_2.mp4,choosing this one,2,1,0,,,choosing this one
3RWB1RTQDIMXWOZ1YZN0LKKAA6X8PU,1p1_6mini_4.mp4,hold it in place I,0,0,0,hold it in place I,hold it in place I,
