HIT_nb,Video_name,Actions,Worker_1,Worker_2,Worker_3
3RWB1RTQDIMXWOZ1YZN0LKKAA4A8P3,4p1_3mini_5.mp4,using them about a week,2,2,2
3RWB1RTQDIMXWOZ1YZN0LKKAA4A8P3,4p1_3mini_5.mp4,using my favorite cleaner which,0,0,0
3RWB1RTQDIMXWOZ1YZN0LKKAA4A8P3,4p1_3mini_5.mp4,work really really well,2,2,2
3RWB1RTQDIMXWOZ1YZN0LKKAA4A8P3,4p1_3mini_5.mp4,wipe down my counters,0,0,0
3RWB1RTQDIMXWOZ1YZN0LKKAA4A8P3,4p1_3mini_5.mp4,wiping down my barstools I,0,0,0
3RWB1RTQDIMXWOZ1YZN0LKKAA4A8P3,4p1_3mini_5.mp4,using the car shammies that I,0,1,0
3RWB1RTQDIMXWOZ1YZN0LKKAA4A8P3,4mini_18.mp4,finish off by,1,1,1
3RWB1RTQDIMXWOZ1YZN0LKKAA4A8P3,4mini_18.mp4,using some of their body oil which I,1,1,1
3RWB1RTQDIMXWOZ1YZN0LKKAA4A8P3,4mini_18.mp4,gon just before I,2,2,2
3RWB1RTQDIMXWOZ1YZN0LKKAA4A8P3,4mini_18.mp4,use just the moisturize my body,1,1,1
3RWB1RTQDIMXWOZ1YZN0LKKAA4A8P3,4mini_18.mp4,get into bed,1,2,1
3RWB1RTQDIMXWOZ1YZN0LKKAA4A8P3,4mini_18.mp4,chew out snowballs,1,2,1
3XABXM4AJ04IW00GYC2PLPAKF0W8QU,6p1_3mini_2.mp4,show in this video in the description,0,2,0
3XABXM4AJ04IW00GYC2PLPAKF0W8QU,6p1_3mini_2.mp4,do either upper body weights or lower body weights,0,0,0
3XABXM4AJ04IW00GYC2PLPAKF0W8QU,6p1_3mini_2.mp4,making breakfast,0,0,0
3XABXM4AJ04IW00GYC2PLPAKF0W8QU,6p1_3mini_2.mp4,pack a little bag of stuff like a drink bottle,0,1,0
3XABXM4AJ04IW00GYC2PLPAKF0W8QU,6p1_3mini_2.mp4,give it a couple hours,0,2,0
3XABXM4AJ04IW00GYC2PLPAKF0W8QU,6p1_3mini_2.mp4,finish off with just a little bit of luck cardio warm down,0,2,0
3XABXM4AJ04IW00GYC2PLPAKF0W8QU,6p1_3mini_2.mp4,start with some cardio,0,1,0
3XABXM4AJ04IW00GYC2PLPAKF0W8QU,6p1_3mini_2.mp4,see like maybe a fitness routine,0,2,0
3XABXM4AJ04IW00GYC2PLPAKF0W8QU,6p1_3mini_2.mp4,throw on my little Nike runners I,0,0,0
3XABXM4AJ04IW00GYC2PLPAKF0W8QU,6p1_3mini_2.mp4,seen this before I,0,2,0
3XABXM4AJ04IW00GYC2PLPAKF0W8QU,6p1_3mini_2.mp4,go to my gym,0,0,0
3XABXM4AJ04IW00GYC2PLPAKF0W8QU,6p1_3mini_2.mp4,consists of one of my cotton on body sports bras a singlet,0,2,0
3XABXM4AJ04IW00GYC2PLPAKF0W8QU,6p1_3mini_2.mp4,jump straight into,0,2,0
3XABXM4AJ04IW00GYC2PLPAKF0W8QU,6p1_3mini_2.mp4,working on,0,2,0
3XABXM4AJ04IW00GYC2PLPAKF0W8QU,9p1_3mini_1.mp4,make your own,0,2,0
3XABXM4AJ04IW00GYC2PLPAKF0W8QU,9p1_3mini_1.mp4,using one from an aluminum foil roll,0,0,0
3XABXM4AJ04IW00GYC2PLPAKF0W8QU,9p1_3mini_1.mp4,adding our nails,0,0,0
3XABXM4AJ04IW00GYC2PLPAKF0W8QU,9p1_3mini_1.mp4,hammer it in then,0,0,0
3XABXM4AJ04IW00GYC2PLPAKF0W8QU,9p1_3mini_1.mp4,making beautiful things for my family on a budget all you,0,2,0
3XABXM4AJ04IW00GYC2PLPAKF0W8QU,9p1_3mini_1.mp4,make your own rain stick with just a few supplies you probably already,0,0,0
3XABXM4AJ04IW00GYC2PLPAKF0W8QU,9p1_3mini_1.mp4,show you another option later if you only,0,2,0
3XABXM4AJ04IW00GYC2PLPAKF0W8QU,9p1_3mini_1.mp4,looked by him one online,0,2,0
3XABXM4AJ04IW00GYC2PLPAKF0W8QU,9p1_3mini_1.mp4,show you how easy it,0,2,0
3XABXM4AJ04IW00GYC2PLPAKF0W8QU,9p1_3mini_1.mp4,start with our cardboard tube which,0,0,0
3XABXM4AJ04IW00GYC2PLPAKF0W8QU,9p1_3mini_1.mp4,sticks that Lincoln absolutely,0,2,0
3XABXM4AJ04IW00GYC2PLPAKF0W8QU,9p1_3mini_1.mp4,stumbled across some tutorials on how you,0,2,0
3XABXM4AJ04IW00GYC2PLPAKF0W8QU,9p1_3mini_1.mp4,place your first one near the end of the tube,0,0,0
3XABXM4AJ04IW00GYC2PLPAKF0W8QU,1mini_40.mp4,making them at home,2,1,1
3XABXM4AJ04IW00GYC2PLPAKF0W8QU,1mini_40.mp4,controlling the ingredients that,2,1,1
3XABXM4AJ04IW00GYC2PLPAKF0W8QU,1mini_40.mp4,go in there,2,1,1
3XABXM4AJ04IW00GYC2PLPAKF0W8QU,1mini_40.mp4,starting again with a food processor I,2,1,1
3XABXM4AJ04IW00GYC2PLPAKF0W8QU,1mini_40.mp4,frozen berries that I,2,1,1
3XABXM4AJ04IW00GYC2PLPAKF0W8QU,1mini_40.mp4,sitting out for a little bit,2,1,1
3H5TOKO3D8IO3HUU70YEY8DODDO64O,10p0_3mini_4.mp4,did here this or you,2,0,0
3H5TOKO3D8IO3HUU70YEY8DODDO64O,10p0_3mini_4.mp4,hydrating your skin it,1,0,0
3H5TOKO3D8IO3HUU70YEY8DODDO64O,10p0_3mini_4.mp4,chopped celery this,0,0,0
3H5TOKO3D8IO3HUU70YEY8DODDO64O,10p0_3mini_4.mp4,make your own like we,2,0,0
3H5TOKO3D8IO3HUU70YEY8DODDO64O,10p0_3mini_4.mp4,buy your favorite hummus from the store then,1,0,0
3H5TOKO3D8IO3HUU70YEY8DODDO64O,10p0_3mini_4.mp4,used August containers which she,0,0,0
3H5TOKO3D8IO3HUU70YEY8DODDO64O,10p0_3mini_4.mp4,take advantage of them by,2,0,0
3H5TOKO3D8IO3HUU70YEY8DODDO64O,10p0_3mini_4.mp4,collapse them after you,1,0,0
3H5TOKO3D8IO3HUU70YEY8DODDO64O,10p0_3mini_4.mp4,finish your lunch,1,0,0
3H5TOKO3D8IO3HUU70YEY8DODDO64O,10p0_3mini_4.mp4,add some hummus which of course,0,0,0
3H5TOKO3D8IO3HUU70YEY8DODDO64O,10p0_3mini_4.mp4,created these containers,1,0,0
3H5TOKO3D8IO3HUU70YEY8DODDO64O,10p0_3mini_4.mp4,making a comeback they,2,0,0
3H5TOKO3D8IO3HUU70YEY8DODDO64O,10p0_3mini_4.mp4,adding them into recipes like this one,2,0,0
3H5TOKO3D8IO3HUU70YEY8DODDO64O,10p0_3mini_4.mp4,has tons of healthy minerals this,2,0,0
3H5TOKO3D8IO3HUU70YEY8DODDO64O,9p0_3mini_3.mp4,pack your kid 's lunch,0,0,0
3H5TOKO3D8IO3HUU70YEY8DODDO64O,9p0_3mini_3.mp4,put them in your kids lunches you them,2,0,0
3H5TOKO3D8IO3HUU70YEY8DODDO64O,9p0_3mini_3.mp4,dedicate to lunch fights it you,2,0,0
3H5TOKO3D8IO3HUU70YEY8DODDO64O,9p0_3mini_3.mp4,get creative with ice,1,2,0
3H5TOKO3D8IO3HUU70YEY8DODDO64O,9p0_3mini_3.mp4,saves on dishes the other thing,2,0,0
3H5TOKO3D8IO3HUU70YEY8DODDO64O,9p0_3mini_3.mp4,packs you,2,0,0
3H5TOKO3D8IO3HUU70YEY8DODDO64O,9p0_3mini_3.mp4,sleeping it,2,2,0
3H5TOKO3D8IO3HUU70YEY8DODDO64O,9p0_3mini_3.mp4,pack the lunches,1,0,0
3H5TOKO3D8IO3HUU70YEY8DODDO64O,9p0_3mini_3.mp4,store everything in a large plastic storage bin,0,0,0
3H5TOKO3D8IO3HUU70YEY8DODDO64O,9p0_3mini_3.mp4,cutting boards,2,0,0
3H5TOKO3D8IO3HUU70YEY8DODDO64O,9p0_3mini_3.mp4,freeze really well,2,0,0
3H5TOKO3D8IO3HUU70YEY8DODDO64O,9p0_3mini_3.mp4,make ahead surprisingly peanut butter,1,0,0
3H5TOKO3D8IO3HUU70YEY8DODDO64O,9p0_3mini_3.mp4,keep in your kitchen timing now the only time you,2,0,0
3H5TOKO3D8IO3HUU70YEY8DODDO64O,9p0_3mini_3.mp4,make your life a lot easier,2,0,0
3H5TOKO3D8IO3HUU70YEY8DODDO64O,4mini_9.mp4,couple my legs,2,2,1
3H5TOKO3D8IO3HUU70YEY8DODDO64O,4mini_9.mp4,pick some,2,2,1
3H5TOKO3D8IO3HUU70YEY8DODDO64O,4mini_9.mp4,chilled out music,2,1,1
3H5TOKO3D8IO3HUU70YEY8DODDO64O,4mini_9.mp4,sit in the bath,2,2,1
3H5TOKO3D8IO3HUU70YEY8DODDO64O,4mini_9.mp4,check social meter in the bath,2,2,1
3H5TOKO3D8IO3HUU70YEY8DODDO64O,4mini_9.mp4,actually dropped my phone in the bath yet,2,2,1
3IJ95K7NDWBCMIT61IMW98WDY8MGNV,9p0_3mini_3.mp4,making dinner for the kids as everybody dinner very good,0,0,1
3IJ95K7NDWBCMIT61IMW98WDY8MGNV,7p1_3mini_1.mp4,stick this right in my recipe binder,0,0,1
3IJ95K7NDWBCMIT61IMW98WDY8MGNV,7p1_3mini_1.mp4,find it handy,0,0,2
3IJ95K7NDWBCMIT61IMW98WDY8MGNV,7p1_3mini_1.mp4,do it on a dime with Kathryn in today 's video I,0,0,2
3IJ95K7NDWBCMIT61IMW98WDY8MGNV,7p1_3mini_1.mp4,linked down below for you,0,0,2
3IJ95K7NDWBCMIT61IMW98WDY8MGNV,7p1_3mini_1.mp4,goes gaga for this,0,0,2
3IJ95K7NDWBCMIT61IMW98WDY8MGNV,7p1_3mini_1.mp4,share with you my favorite freezer cooking recipes,0,0,2
3IJ95K7NDWBCMIT61IMW98WDY8MGNV,7p1_3mini_1.mp4,prepared 16 meals for my family in just two hours I,0,0,1
3IJ95K7NDWBCMIT61IMW98WDY8MGNV,7p1_3mini_1.mp4,keep it all organized,0,0,0
3IJ95K7NDWBCMIT61IMW98WDY8MGNV,7p1_3mini_1.mp4,making beef barley soup an amazing chicken,0,0,1
3IJ95K7NDWBCMIT61IMW98WDY8MGNV,7p1_3mini_1.mp4,make these recipes in bulk,0,1,0
3IJ95K7NDWBCMIT61IMW98WDY8MGNV,4p0_3mini_15.mp4,get me wrong I,1,0,2
3IJ95K7NDWBCMIT61IMW98WDY8MGNV,4p0_3mini_15.mp4,doing that day I,1,0,2
3IJ95K7NDWBCMIT61IMW98WDY8MGNV,4p0_3mini_15.mp4,starting my day off in everybody else 's laughs in business,1,0,2
3IJ95K7NDWBCMIT61IMW98WDY8MGNV,4p0_3mini_15.mp4,create my own morning before I,1,0,1
3IJ95K7NDWBCMIT61IMW98WDY8MGNV,4p0_3mini_15.mp4,live my own life for a little bit in the morning,1,0,2
3IJ95K7NDWBCMIT61IMW98WDY8MGNV,4p0_3mini_15.mp4,join what everybody else,1,0,1
3IJ95K7NDWBCMIT61IMW98WDY8MGNV,4p0_3mini_15.mp4,mean at your life,1,0,2
3IJ95K7NDWBCMIT61IMW98WDY8MGNV,4mini_15.mp4,make my hair amazing I,1,1,2
3IJ95K7NDWBCMIT61IMW98WDY8MGNV,4mini_15.mp4,using it for about a month or,1,2,2
3IJ95K7NDWBCMIT61IMW98WDY8MGNV,4mini_15.mp4,putting on a bit of Oprah or Wonder,1,2,2
3IJ95K7NDWBCMIT61IMW98WDY8MGNV,4mini_15.mp4,lash to my neck,1,2,2
3NBFJK3IOGHU43TI2XM9OXWIOIRGOA,4p0_3mini_15.mp4,get what I,2,2,0
3NBFJK3IOGHU43TI2XM9OXWIOIRGOA,4p0_3mini_15.mp4,scrolling through the many social media platforms first thing in the morning I,0,0,0
3NBFJK3IOGHU43TI2XM9OXWIOIRGOA,4p0_3mini_15.mp4,filled with what everybody else,1,2,0
3NBFJK3IOGHU43TI2XM9OXWIOIRGOA,4p0_3mini_15.mp4,scrolling through social media first thing in the morning it kind of,0,0,0
3NBFJK3IOGHU43TI2XM9OXWIOIRGOA,4p0_3mini_15.mp4,mean I,2,2,0
3NBFJK3IOGHU43TI2XM9OXWIOIRGOA,4p0_3mini_15.mp4,living my life when I,1,2,0
3NBFJK3IOGHU43TI2XM9OXWIOIRGOA,4p0_3mini_15.mp4,hope you,2,2,0
3NBFJK3IOGHU43TI2XM9OXWIOIRGOA,4p0_3mini_6.mp4,doing my hair,0,0,0
3NBFJK3IOGHU43TI2XM9OXWIOIRGOA,4p0_3mini_6.mp4,improve my mindset,0,2,1
3NBFJK3IOGHU43TI2XM9OXWIOIRGOA,4p0_3mini_6.mp4,take any extra time out of your morning,0,2,0
3NBFJK3IOGHU43TI2XM9OXWIOIRGOA,4p0_3mini_6.mp4,ask myself these three questions while I while I,1,2,0
3NBFJK3IOGHU43TI2XM9OXWIOIRGOA,4p0_3mini_6.mp4,put me in a positive mindset for the day ahead the first question if you,0,2,1
3NBFJK3IOGHU43TI2XM9OXWIOIRGOA,4p0_3mini_6.mp4,doing my makeup,1,1,0
3NBFJK3IOGHU43TI2XM9OXWIOIRGOA,4p0_3mini_6.mp4,list a whole lot of things,1,0,0
3NBFJK3IOGHU43TI2XM9OXWIOIRGOA,4p0_3mini_6.mp4,find that,1,1,0
3NBFJK3IOGHU43TI2XM9OXWIOIRGOA,4p0_3mini_6.mp4,asking myself these three questions,1,1,1
3NBFJK3IOGHU43TI2XM9OXWIOIRGOA,4p0_3mini_6.mp4,faced with hard situations sometimes,1,2,2
3NBFJK3IOGHU43TI2XM9OXWIOIRGOA,4p0_3mini_6.mp4,goes through good,2,2,1
3NBFJK3IOGHU43TI2XM9OXWIOIRGOA,4p0_3mini_6.mp4,sit down for a minute or two,0,1,1
3NBFJK3IOGHU43TI2XM9OXWIOIRGOA,4p0_3mini_6.mp4,start with,2,2,0
3NBFJK3IOGHU43TI2XM9OXWIOIRGOA,8p1_3mini_6.mp4,treat yourself I highly,2,2,0
3NBFJK3IOGHU43TI2XM9OXWIOIRGOA,8p1_3mini_6.mp4,put a mandarin orange,1,0,1
3NBFJK3IOGHU43TI2XM9OXWIOIRGOA,8p1_3mini_6.mp4,sliced green pepper,0,0,1
3NBFJK3IOGHU43TI2XM9OXWIOIRGOA,8p1_3mini_6.mp4,melt the brie on top,1,1,0
3NBFJK3IOGHU43TI2XM9OXWIOIRGOA,8p1_3mini_6.mp4,get to a microwave or an oven,1,1,0
3NBFJK3IOGHU43TI2XM9OXWIOIRGOA,8p1_3mini_6.mp4,recommend you,2,2,1
3NBFJK3IOGHU43TI2XM9OXWIOIRGOA,8p1_3mini_6.mp4,find this near the jams,1,2,0
3NBFJK3IOGHU43TI2XM9OXWIOIRGOA,3mini_5.mp4,take him on a walk you just,0,0,0
3NBFJK3IOGHU43TI2XM9OXWIOIRGOA,3mini_5.mp4,smile when you,1,2,1
3NBFJK3IOGHU43TI2XM9OXWIOIRGOA,3mini_5.mp4,look at him,0,0,0
3NBFJK3IOGHU43TI2XM9OXWIOIRGOA,3mini_5.mp4,getting outside for the first time,1,1,0
3NBFJK3IOGHU43TI2XM9OXWIOIRGOA,3mini_5.mp4,get in the car,0,0,1
3NBFJK3IOGHU43TI2XM9OXWIOIRGOA,3mini_5.mp4,head to our favorite place,0,0,0
30Y6N4AHYOVUPWB7SZ25C7YQMDVDR6,8p1_3mini_6.mp4,add some sliced turkey,-1,1,0
30Y6N4AHYOVUPWB7SZ25C7YQMDVDR6,8p1_3mini_6.mp4,making this sandwich,-1,0,0
30Y6N4AHYOVUPWB7SZ25C7YQMDVDR6,8p1_3mini_6.mp4,help out my channel,-1,2,2
30Y6N4AHYOVUPWB7SZ25C7YQMDVDR6,8p1_3mini_6.mp4,share the video to more people,-1,2,2
30Y6N4AHYOVUPWB7SZ25C7YQMDVDR6,8p1_3mini_6.mp4,add some cranberry chutney,-1,0,0
30Y6N4AHYOVUPWB7SZ25C7YQMDVDR6,8p1_3mini_6.mp4,give this video a thumbs up it,-1,2,2
30Y6N4AHYOVUPWB7SZ25C7YQMDVDR6,8p1_3mini_6.mp4,use some edamame hummus,-1,0,0
30Y6N4AHYOVUPWB7SZ25C7YQMDVDR6,9p0_3mini_6.mp4,see you guys next time bye guys first day of kindergarten Oh blue shoe Oh Ricky 's,-1,2,2
30Y6N4AHYOVUPWB7SZ25C7YQMDVDR6,9p0_3mini_6.mp4,miss her you,-1,2,2
30Y6N4AHYOVUPWB7SZ25C7YQMDVDR6,9p0_3mini_6.mp4,got fun no huh yeah you,-1,2,2
30Y6N4AHYOVUPWB7SZ25C7YQMDVDR6,9p0_3mini_6.mp4,miss her I,-1,2,2
30Y6N4AHYOVUPWB7SZ25C7YQMDVDR6,9p0_3mini_6.mp4,excited yes,-1,2,2
30Y6N4AHYOVUPWB7SZ25C7YQMDVDR6,4p1_3mini_21.mp4,turned out now,-1,2,2
30Y6N4AHYOVUPWB7SZ25C7YQMDVDR6,4p1_3mini_21.mp4,made for me by my sweet friend Lin who I,-1,2,2
30Y6N4AHYOVUPWB7SZ25C7YQMDVDR6,4p1_3mini_21.mp4,put on the left side,-1,0,0
30Y6N4AHYOVUPWB7SZ25C7YQMDVDR6,4p1_3mini_21.mp4,got that picture from Burlington,-1,2,2
30Y6N4AHYOVUPWB7SZ25C7YQMDVDR6,4p1_3mini_21.mp4,got this,-1,2,2
30Y6N4AHYOVUPWB7SZ25C7YQMDVDR6,4p1_3mini_21.mp4,made this,-1,2,2
30Y6N4AHYOVUPWB7SZ25C7YQMDVDR6,4p1_3mini_21.mp4,doing the collab with she,-1,2,2
30Y6N4AHYOVUPWB7SZ25C7YQMDVDR6,4p1_3mini_21.mp4,moving back into the living room this sign,-1,1,0
30Y6N4AHYOVUPWB7SZ25C7YQMDVDR6,4p1_3mini_21.mp4,link her Etsy shop below she,-1,1,1
30Y6N4AHYOVUPWB7SZ25C7YQMDVDR6,4p1_3mini_21.mp4,check her Etsy shop out as well she,-1,1,2
30Y6N4AHYOVUPWB7SZ25C7YQMDVDR6,4p1_3mini_21.mp4,added a picture frame of our boys,-1,1,1
30Y6N4AHYOVUPWB7SZ25C7YQMDVDR6,4p1_3mini_21.mp4,made from Emily from Mama from scratch I,-1,2,1
30Y6N4AHYOVUPWB7SZ25C7YQMDVDR6,4p1_3mini_21.mp4,do all my YouTube working,-1,2,2
30Y6N4AHYOVUPWB7SZ25C7YQMDVDR6,4p1_3mini_21.mp4,does amazing work,-1,2,2
30Y6N4AHYOVUPWB7SZ25C7YQMDVDR6,7mini_29.mp4,topping mine with some cream cheese and sliced avocado,-1,0,0
30Y6N4AHYOVUPWB7SZ25C7YQMDVDR6,7mini_29.mp4,making myself a berry and granola yogurt,-1,2,0
30Y6N4AHYOVUPWB7SZ25C7YQMDVDR6,7mini_29.mp4,add some delicious blueberries,-1,0,0
30Y6N4AHYOVUPWB7SZ25C7YQMDVDR6,7mini_29.mp4,pour in my favorite granola,-1,0,0
30Y6N4AHYOVUPWB7SZ25C7YQMDVDR6,7mini_29.mp4,"Add another layer of yogurt , and top the healthy mix with yummy strawberries",-1,0,0
3HJ1EVZS2NIW749AZAWTZYCEV063RY,5p1_3mini_4.mp4,keep my tea hot I,0,-1,2
3HJ1EVZS2NIW749AZAWTZYCEV063RY,5p1_3mini_4.mp4,whip up in the morning,0,-1,2
3HJ1EVZS2NIW749AZAWTZYCEV063RY,5p1_3mini_4.mp4,find the best honeys,0,-1,1
3HJ1EVZS2NIW749AZAWTZYCEV063RY,5p1_3mini_4.mp4,give you more energy,0,-1,2
3HJ1EVZS2NIW749AZAWTZYCEV063RY,5p1_3mini_4.mp4,maintain my energy throughout the day,0,-1,2
3HJ1EVZS2NIW749AZAWTZYCEV063RY,5p1_3mini_4.mp4,check out your local farmers market,1,-1,1
3HJ1EVZS2NIW749AZAWTZYCEV063RY,5p1_3mini_4.mp4,drinking temperature in just about 30 seconds,0,-1,2
3HJ1EVZS2NIW749AZAWTZYCEV063RY,5p1_3mini_4.mp4,stays hot,0,-1,2
3HJ1EVZS2NIW749AZAWTZYCEV063RY,5p1_3mini_4.mp4,pour a little bit at a time into a little tea cup,1,-1,0
3HJ1EVZS2NIW749AZAWTZYCEV063RY,5p1_3mini_4.mp4,drink I,0,-1,2
3HJ1EVZS2NIW749AZAWTZYCEV063RY,5p1_3mini_4.mp4,comes to,0,-1,2
3HJ1EVZS2NIW749AZAWTZYCEV063RY,5p1_3mini_4.mp4,make something I,1,-1,2
3HJ1EVZS2NIW749AZAWTZYCEV063RY,5p1_3mini_4.mp4,throw in whatever,0,-1,0
3HJ1EVZS2NIW749AZAWTZYCEV063RY,5p1_3mini_4.mp4,has some good protein from the eggs which for me,0,-1,2
3HJ1EVZS2NIW749AZAWTZYCEV063RY,4p0_3mini_9.mp4,stretching for five minutes,0,-1,1
3HJ1EVZS2NIW749AZAWTZYCEV063RY,4p0_3mini_9.mp4,wake up before I even,0,-1,2
3HJ1EVZS2NIW749AZAWTZYCEV063RY,4p0_3mini_9.mp4,work out first thing in the morning,0,-1,1
3HJ1EVZS2NIW749AZAWTZYCEV063RY,4p0_3mini_9.mp4,check it out,1,-1,0
3HJ1EVZS2NIW749AZAWTZYCEV063RY,4p0_3mini_9.mp4,doing just a little bit of exercise in the morning,0,-1,1
3HJ1EVZS2NIW749AZAWTZYCEV063RY,4p0_3mini_9.mp4,make me,0,-1,1
3HJ1EVZS2NIW749AZAWTZYCEV063RY,4p0_3mini_9.mp4,mentioned it before my 16 minute workout,1,-1,1
3HJ1EVZS2NIW749AZAWTZYCEV063RY,4p0_3mini_9.mp4,moving in my body,0,-1,2
3HJ1EVZS2NIW749AZAWTZYCEV063RY,4p0_3mini_9.mp4,gives me more energy for the day when I,0,-1,2
3HJ1EVZS2NIW749AZAWTZYCEV063RY,4p0_3mini_9.mp4,do it first thing when I,0,-1,2
3HJ1EVZS2NIW749AZAWTZYCEV063RY,4p0_3mini_9.mp4,helps you,1,-1,1
3HJ1EVZS2NIW749AZAWTZYCEV063RY,4p0_3mini_9.mp4,flowing through my body I,1,-1,2
3HJ1EVZS2NIW749AZAWTZYCEV063RY,4p0_3mini_9.mp4,get the blood flow,0,-1,1
3HJ1EVZS2NIW749AZAWTZYCEV063RY,4p0_3mini_9.mp4,link below for you if you,0,-1,2
3HJ1EVZS2NIW749AZAWTZYCEV063RY,7mini_31.mp4,check my social media,0,-1,1
3HJ1EVZS2NIW749AZAWTZYCEV063RY,7mini_31.mp4,answer to you guys,0,-1,1
3HJ1EVZS2NIW749AZAWTZYCEV063RY,7mini_31.mp4,Let me just,1,-1,2
3HJ1EVZS2NIW749AZAWTZYCEV063RY,7mini_31.mp4,make it at home,0,-1,1
3HJ1EVZS2NIW749AZAWTZYCEV063RY,7mini_31.mp4,put the jar lid on,0,-1,1
3HJ1EVZS2NIW749AZAWTZYCEV063RY,7mini_31.mp4,take it with you to school or work,1,-1,1
30U1YOGZG9V6QBBK7O2A2H3M8FEDSU,4p0_3mini_9.mp4,doing some body brushing for five minutes,0,0,0
30U1YOGZG9V6QBBK7O2A2H3M8FEDSU,6p0_3mini_5.mp4,adding one banana to my blender you,0,0,0
30U1YOGZG9V6QBBK7O2A2H3M8FEDSU,6p0_3mini_5.mp4,call my classic strawberry,0,0,2
30U1YOGZG9V6QBBK7O2A2H3M8FEDSU,6p0_3mini_5.mp4,make a delicious banana or strawberries or blueberries I,1,0,1
30U1YOGZG9V6QBBK7O2A2H3M8FEDSU,6p0_3mini_5.mp4,make this recipe without Apple or at the Apple on top instead,1,1,1
30U1YOGZG9V6QBBK7O2A2H3M8FEDSU,6p0_3mini_5.mp4,start by,2,0,2
30U1YOGZG9V6QBBK7O2A2H3M8FEDSU,6p0_3mini_5.mp4,use another fruits like,1,1,1
30U1YOGZG9V6QBBK7O2A2H3M8FEDSU,6p0_3mini_5.mp4,nourishing Apple oatmeal breakfast it,1,0,2
30U1YOGZG9V6QBBK7O2A2H3M8FEDSU,6p0_3mini_5.mp4,giving you some ideas next we,2,0,2
30U1YOGZG9V6QBBK7O2A2H3M8FEDSU,6p0_3mini_5.mp4,use fresh or frozen banana,2,0,0
30U1YOGZG9V6QBBK7O2A2H3M8FEDSU,6p0_3mini_5.mp4,make a 3d sweet,1,1,2
30U1YOGZG9V6QBBK7O2A2H3M8FEDSU,6p0_3mini_5.mp4,adds good cost,2,0,2
30U1YOGZG9V6QBBK7O2A2H3M8FEDSU,6p0_3mini_5.mp4,make what I,2,0,2
30U1YOGZG9V6QBBK7O2A2H3M8FEDSU,6p0_3mini_3.mp4,use the trick,2,0,2
30U1YOGZG9V6QBBK7O2A2H3M8FEDSU,6p0_3mini_3.mp4,makes it really creamy,1,1,2
30U1YOGZG9V6QBBK7O2A2H3M8FEDSU,6p0_3mini_3.mp4,peel the Apple if you,1,0,1
30U1YOGZG9V6QBBK7O2A2H3M8FEDSU,6p0_3mini_3.mp4,add some natural sweetener if you,1,0,0
30U1YOGZG9V6QBBK7O2A2H3M8FEDSU,6p0_3mini_3.mp4,chopped up pink lady apples,0,0,1
30U1YOGZG9V6QBBK7O2A2H3M8FEDSU,6p0_3mini_3.mp4,help for flavor,2,0,1
30U1YOGZG9V6QBBK7O2A2H3M8FEDSU,6p0_3mini_3.mp4,add a little bit of cinnamon,0,0,0
30U1YOGZG9V6QBBK7O2A2H3M8FEDSU,7mini_36.mp4,paint my nails every weekend morning,1,0,0
30U1YOGZG9V6QBBK7O2A2H3M8FEDSU,7mini_36.mp4,filming later that day,2,0,2
30U1YOGZG9V6QBBK7O2A2H3M8FEDSU,7mini_36.mp4,", and",2,1,2
30U1YOGZG9V6QBBK7O2A2H3M8FEDSU,7mini_36.mp4,listen to some music,0,0,0
30U1YOGZG9V6QBBK7O2A2H3M8FEDSU,7mini_36.mp4,paint my nails,0,0,0
30U1YOGZG9V6QBBK7O2A2H3M8FEDSU,7mini_36.mp4,went for this purple shade on all the nails except my ring finger,1,2,2
3FHTJGYT8MZCP35JHXZODX18YNNGPR,4p0_3mini_1.mp4,wake up,1,0,0
3FHTJGYT8MZCP35JHXZODX18YNNGPR,4p0_3mini_1.mp4,sharing ten healthy morning routine habit ideas with you,1,1,1
3FHTJGYT8MZCP35JHXZODX18YNNGPR,4p0_3mini_1.mp4,incorporate these into your morning when you,2,0,2
3FHTJGYT8MZCP35JHXZODX18YNNGPR,4p0_3mini_3.mp4,breathe in fresh air,0,0,0
3FHTJGYT8MZCP35JHXZODX18YNNGPR,4p0_3mini_3.mp4,get more oxygen in your lungs you,2,1,0
3FHTJGYT8MZCP35JHXZODX18YNNGPR,4p0_3mini_3.mp4,winning at laughs,2,1,2
3FHTJGYT8MZCP35JHXZODX18YNNGPR,4p0_3mini_3.mp4,refreshed it definitely,1,0,2
3FHTJGYT8MZCP35JHXZODX18YNNGPR,4p0_3mini_3.mp4,open a window,0,0,0
3FHTJGYT8MZCP35JHXZODX18YNNGPR,4p0_3mini_3.mp4,do anything,1,2,0
3FHTJGYT8MZCP35JHXZODX18YNNGPR,4p0_3mini_3.mp4,makes me,2,1,2
3FHTJGYT8MZCP35JHXZODX18YNNGPR,4p0_3mini_3.mp4,taking a minute,0,1,2
3FHTJGYT8MZCP35JHXZODX18YNNGPR,4p0_3mini_3.mp4,make my bed in the morning,0,0,0
3FHTJGYT8MZCP35JHXZODX18YNNGPR,4p0_3mini_3.mp4,made my bed I,2,2,0
3FHTJGYT8MZCP35JHXZODX18YNNGPR,4p0_3mini_3.mp4,make your bed in the morning,0,1,0
3FHTJGYT8MZCP35JHXZODX18YNNGPR,4p0_3mini_3.mp4,make you,2,0,2
